ID,Category,Topic,Details,Location,Timestamp,Source
RES-20264233,Disease,Greater Wax Moth,Pathogen: Galleria mellonella. Clinical Signs: Silk tunnels in comb; destroyed wax; bald brood. Recommended Protocol: Store frames with Para-moth; freeze frames; strong colonies. Risk Level: Medium.,Baringo,2026-02-12,BeeYield University Research
RES-20264234,Harvesting,Sunflower Honey Harvest,Yield: 32.4kg per hive. Moisture content: 21.9%. HMF levels compliant. Extraction method: Drip.,Kisumu,2026-02-12,BeeYield University Research
RES-20264235,Harvesting,Coffee Blossom Honey Harvest,Yield: 30.5kg per hive. Moisture content: 20.7%. HMF levels compliant. Extraction method: Centrifugal.,Baringo,2026-02-12,BeeYield University Research
RES-20264236,Genetics,Queen Performance Metric,Lineage: Rift Valley-Adaptive. Hygienic score: 90%. Brood viability: 91%. Temperament: Defensive.,Rift Valley,2026-02-12,BeeYield University Research
RES-20264237,Apiary Management,Flow Hive Hive Inspection,Colony Status: Weak. Queen laying pattern spotty. Stores: 19kg honey. Mite count: 16/100 bees.,Kitui,2026-02-12,BeeYield University Research
RES-20264238,Sustainability,Sustainable Practice Implementation,Solar wax melting to reduce energy consumption.,Kisumu,2026-02-12,BeeYield University Research
RES-20264239,Harvesting,Multifloral Honey Harvest,Yield: 25.7kg per hive. Moisture content: 21.0%. HMF levels compliant. Extraction method: Centrifugal.,Kitui,2026-02-12,BeeYield University Research
RES-20264240,Apiary Management,Top Bar Hive Inspection,Colony Status: Weak. Queen laying pattern solid. Stores: 37kg honey. Mite count: 20/100 bees.,Coastal Region,2026-02-12,BeeYield University Research
RES-20264241,Disease,Sacbrood Virus (SBV),Pathogen: Iflavirus. Clinical Signs: Larvae die upright; fluid-filled sac skin; gondola shape. Recommended Protocol: Re-queen; Reduce stress; Improve pollen. Self-limiting. Risk Level: Low.,Mombasa,2026-02-12,BeeYield University Research
RES-20264242,Apiary Management,Langstroth Hive Inspection,Colony Status: Swarming. Queen laying pattern drone-layer. Stores: 2kg honey. Mite count: 23/100 bees.,Kisumu,2026-02-12,BeeYield University Research
RES-20264243,Apiary Management,Horizontal Langstroth Hive Inspection,Colony Status: Weak. Queen laying pattern drone-layer. Stores: 3kg honey. Mite count: 14/100 bees.,Kitui,2026-02-12,BeeYield University Research
RES-20264244,Genetics,Queen Performance Metric,Lineage: Mombasa-Adaptive. Hygienic score: 86%. Brood viability: 85%. Temperament: Docile.,Mombasa,2026-02-12,BeeYield University Research
RES-20264245,Genetics,Queen Performance Metric,Lineage: Kakamega-Adaptive. Hygienic score: 78%. Brood viability: 86%. Temperament: Defensive.,Kakamega,2026-02-12,BeeYield University Research
RES-20264246,Disease,Small Hive Beetle (SHB),Pathogen: Aethina tumida. Clinical Signs: Fermented honey; slimy combs; larvae tunneling. Recommended Protocol: Beetle traps; Soil drench; Strong colonies. Risk Level: High (Warm climates).,Rift Valley,2026-02-12,BeeYield University Research
RES-20264247,Disease,Kashmir Bee Virus (KBV),Pathogen: Virus. Clinical Signs: Similar to ABPV; highly virulent in presence of mites. Recommended Protocol: Mite control. Risk Level: High.,Baringo,2026-02-12,BeeYield University Research
RES-20264248,Disease,Nosema Apis,Pathogen: Microsporidian Fungi. Clinical Signs: Faecal streaking on front of hive; crawling bees. Recommended Protocol: Comb replacement; improved ventilation. Risk Level: Medium.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20264249,Apiary Management,Horizontal Langstroth Hive Inspection,Colony Status: Average. Queen laying pattern drone-layer. Stores: 36kg honey. Mite count: 1/100 bees.,Rift Valley,2026-02-12,BeeYield University Research
RES-20264250,Apiary Management,Traditional Log Hive Inspection,Colony Status: Swarming. Queen laying pattern spotty. Stores: 2kg honey. Mite count: 24/100 bees.,Coastal Region,2026-02-12,BeeYield University Research
RES-20264251,Disease,Small Hive Beetle (SHB),Pathogen: Aethina tumida. Clinical Signs: Fermented honey; slimy combs; larvae tunneling. Recommended Protocol: Beetle traps; Soil drench; Strong colonies. Risk Level: High (Warm climates).,Aberdares,2026-02-12,BeeYield University Research
RES-20264252,Apiary Management,Warre Hive Inspection,Colony Status: Average. Queen laying pattern drone-layer. Stores: 15kg honey. Mite count: 10/100 bees.,Rift Valley,2026-02-12,BeeYield University Research
RES-20264253,Harvesting,Lavender Honey Harvest,Yield: 27.7kg per hive. Moisture content: 19.8%. HMF levels compliant. Extraction method: Crush & Strain.,Kakamega,2026-02-12,BeeYield University Research
RES-20264254,Apiary Management,Traditional Log Hive Inspection,Colony Status: Weak. Queen laying pattern solid. Stores: 8kg honey. Mite count: 12/100 bees.,Kisumu,2026-02-12,BeeYield University Research
RES-20264255,Disease,Chronic Bee Paralysis Virus (CBPV),Pathogen: Virus. Clinical Signs: Trembling; hairless/shiny bees; crawling at entrance. Recommended Protocol: Reduce overcrowding; Re-queen. Risk Level: Medium.,Kisumu,2026-02-12,BeeYield University Research
RES-20264256,Apiary Management,Warre Hive Inspection,Colony Status: Critical. Queen laying pattern drone-layer. Stores: 17kg honey. Mite count: 11/100 bees.,Kibwezi,2026-02-12,BeeYield University Research
RES-20264257,Sustainability,Sustainable Practice Implementation,Using swarm traps to capture local genetics instead of packaged bees.,Kakamega,2026-02-12,BeeYield University Research
RES-20264258,Sustainability,Sustainable Practice Implementation,Crop rotation with legumes to boost soil N and nectar.,Kisumu,2026-02-12,BeeYield University Research
RES-20264259,Disease,Sacbrood Virus (SBV),Pathogen: Iflavirus. Clinical Signs: Larvae die upright; fluid-filled sac skin; gondola shape. Recommended Protocol: Re-queen; Reduce stress; Improve pollen. Self-limiting. Risk Level: Low.,Mombasa,2026-02-12,BeeYield University Research
RES-20264260,Sustainability,Sustainable Practice Implementation,Selecting for local varroa-resistant genetics.,Kakamega,2026-02-12,BeeYield University Research
RES-20264261,Harvesting,Lavender Honey Harvest,Yield: 4.2kg per hive. Moisture content: 21.9%. HMF levels compliant. Extraction method: Drip.,Coastal Region,2026-02-12,BeeYield University Research
RES-20264262,Genetics,Queen Performance Metric,Lineage: Kisumu-Adaptive. Hygienic score: 78%. Brood viability: 80%. Temperament: Aggressive.,Kisumu,2026-02-12,BeeYield University Research
RES-20264263,Genetics,Queen Performance Metric,Lineage: Kitui-Adaptive. Hygienic score: 88%. Brood viability: 91%. Temperament: Docile.,Kitui,2026-02-12,BeeYield University Research
RES-20264264,Disease,Chilled Brood,Pathogen: Environmental. Clinical Signs: Larvae dead on outer edges; gray/black color. Recommended Protocol: Reduce hive space; insulate. Risk Level: Low.,Coastal Region,2026-02-12,BeeYield University Research
RES-20264265,Apiary Management,Flow Hive Hive Inspection,Colony Status: Critical. Queen laying pattern solid. Stores: 27kg honey. Mite count: 25/100 bees.,Coastal Region,2026-02-12,BeeYield University Research
RES-20264266,Sustainability,Sustainable Practice Implementation,Integrated Pest Management (IPM) adopted to reduce chemical load.,Mombasa,2026-02-12,BeeYield University Research
RES-20264267,Harvesting,Canola Honey Harvest,Yield: 19.0kg per hive. Moisture content: 18.2%. HMF levels compliant. Extraction method: Drip.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20264268,Disease,Chilled Brood,Pathogen: Environmental. Clinical Signs: Larvae dead on outer edges; gray/black color. Recommended Protocol: Reduce hive space; insulate. Risk Level: Low.,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20264269,Disease,Lesser Wax Moth,Pathogen: Achroia grisella. Clinical Signs: Small tunnels in comb; affects stored pollen. Recommended Protocol: Freezing equipment; hygiene. Risk Level: Low.,Coastal Region,2026-02-12,BeeYield University Research
RES-20264270,Sustainability,Sustainable Practice Implementation,Maintaining 20% natural habitat buffer zones.,Rift Valley,2026-02-12,BeeYield University Research
RES-20264271,Apiary Management,Warre Hive Inspection,Colony Status: Swarming. Queen laying pattern drone-layer. Stores: 32kg honey. Mite count: 9/100 bees.,Baringo,2026-02-12,BeeYield University Research
RES-20264272,Sustainability,Sustainable Practice Implementation,Maintaining 20% natural habitat buffer zones.,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20264273,Harvesting,Avocado Honey Harvest,Yield: 27.7kg per hive. Moisture content: 19.7%. HMF levels compliant. Extraction method: Drip.,Kitui,2026-02-12,BeeYield University Research
RES-20264274,Disease,Starvation,Pathogen: Management Failure. Clinical Signs: Bees dead with heads in cells; pile on bottom board. Recommended Protocol: Emergency feeding (fondant/sugar). Risk Level: Critical.,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20264275,Disease,Chalkbrood,Pathogen: Ascosphaera apis. Clinical Signs: Hard white/grey mummies in cells/entrance. Recommended Protocol: Increase ventilation; Re-queen with hygienic stock. Risk Level: Low.,Baringo,2026-02-12,BeeYield University Research
RES-20264276,Apiary Management,Warre Hive Inspection,Colony Status: Strong. Queen laying pattern spotty. Stores: 22kg honey. Mite count: 8/100 bees.,Mombasa,2026-02-12,BeeYield University Research
RES-20264277,Genetics,Queen Performance Metric,Lineage: Turkana (Arid)-Adaptive. Hygienic score: 82%. Brood viability: 90%. Temperament: Defensive.,Turkana (Arid),2026-02-12,BeeYield University Research
RES-20264278,Genetics,Queen Performance Metric,Lineage: Nairobi Peri-Urban-Adaptive. Hygienic score: 79%. Brood viability: 85%. Temperament: Docile.,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20264279,Sustainability,Sustainable Practice Implementation,Selecting for local varroa-resistant genetics.,Makueni,2026-02-12,BeeYield University Research
RES-20264280,Disease,Stonebrood,Pathogen: Aspergillus flavus. Clinical Signs: Larvae turn hard and greenish-yellow. Recommended Protocol: Remove infected combs; ensure dry hive conditions. Risk Level: Low.,Kitui,2026-02-12,BeeYield University Research
RES-20264281,Harvesting,Eucalyptus Honey Harvest,Yield: 26.3kg per hive. Moisture content: 20.4%. HMF levels compliant. Extraction method: Centrifugal.,Kibwezi,2026-02-12,BeeYield University Research
RES-20264282,Genetics,Queen Performance Metric,Lineage: Kisumu-Adaptive. Hygienic score: 95%. Brood viability: 84%. Temperament: Defensive.,Kisumu,2026-02-12,BeeYield University Research
RES-20264283,Sustainability,Sustainable Practice Implementation,Crop rotation with legumes to boost soil N and nectar.,Kakamega,2026-02-12,BeeYield University Research
RES-20264284,Genetics,Queen Performance Metric,Lineage: Kisumu-Adaptive. Hygienic score: 91%. Brood viability: 79%. Temperament: Defensive.,Kisumu,2026-02-12,BeeYield University Research
RES-20264285,Apiary Management,Langstroth Hive Inspection,Colony Status: Weak. Queen laying pattern drone-layer. Stores: 39kg honey. Mite count: 15/100 bees.,Kakamega,2026-02-12,BeeYield University Research
RES-20264286,Harvesting,Canola Honey Harvest,Yield: 11.1kg per hive. Moisture content: 16.3%. HMF levels compliant. Extraction method: Crush & Strain.,Kisumu,2026-02-12,BeeYield University Research
RES-20264287,Harvesting,Baobab Honey Harvest,Yield: 51.6kg per hive. Moisture content: 17.1%. HMF levels compliant. Extraction method: Crush & Strain.,Coastal Region,2026-02-12,BeeYield University Research
RES-20264288,Genetics,Queen Performance Metric,Lineage: Baringo-Adaptive. Hygienic score: 80%. Brood viability: 78%. Temperament: Defensive.,Baringo,2026-02-12,BeeYield University Research
RES-20264289,Sustainability,Sustainable Practice Implementation,Crop rotation with legumes to boost soil N and nectar.,Rift Valley,2026-02-12,BeeYield University Research
RES-20264290,Harvesting,Croton Honey Harvest,Yield: 52.0kg per hive. Moisture content: 21.5%. HMF levels compliant. Extraction method: Crush & Strain.,Coastal Region,2026-02-12,BeeYield University Research
RES-20264291,Sustainability,Sustainable Practice Implementation,Minimal intervention beekeeping (MIB) protocols.,Coastal Region,2026-02-12,BeeYield University Research
RES-20264292,Harvesting,Acacia Honey Harvest,Yield: 47.5kg per hive. Moisture content: 18.4%. HMF levels compliant. Extraction method: Centrifugal.,Kisumu,2026-02-12,BeeYield University Research
RES-20264293,Harvesting,Orange Blossom Honey Harvest,Yield: 38.0kg per hive. Moisture content: 16.4%. HMF levels compliant. Extraction method: Drip.,Kibwezi,2026-02-12,BeeYield University Research
RES-20264294,Disease,Nosema Apis,Pathogen: Microsporidian Fungi. Clinical Signs: Faecal streaking on front of hive; crawling bees. Recommended Protocol: Comb replacement; improved ventilation. Risk Level: Medium.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20264295,Apiary Management,Flow Hive Hive Inspection,Colony Status: Strong. Queen laying pattern drone-layer. Stores: 32kg honey. Mite count: 25/100 bees.,Baringo,2026-02-12,BeeYield University Research
RES-20264296,Genetics,Queen Performance Metric,Lineage: Mombasa-Adaptive. Hygienic score: 94%. Brood viability: 91%. Temperament: Docile.,Mombasa,2026-02-12,BeeYield University Research
RES-20264297,Harvesting,Croton Honey Harvest,Yield: 48.2kg per hive. Moisture content: 20.4%. HMF levels compliant. Extraction method: Centrifugal.,Mombasa,2026-02-12,BeeYield University Research
RES-20264298,Sustainability,Sustainable Practice Implementation,Water harvesting for apiary hydration stations.,Kitui,2026-02-12,BeeYield University Research
RES-20264299,Apiary Management,Flow Hive Hive Inspection,Colony Status: Queenless. Queen laying pattern drone-layer. Stores: 20kg honey. Mite count: 19/100 bees.,Baringo,2026-02-12,BeeYield University Research
RES-20264300,Sustainability,Sustainable Practice Implementation,Organic certification protocols (3km radius minimal spray).,Coastal Region,2026-02-12,BeeYield University Research
RES-20264301,Sustainability,Sustainable Practice Implementation,Organic certification protocols (3km radius minimal spray).,Coastal Region,2026-02-12,BeeYield University Research
RES-20264302,Apiary Management,Warre Hive Inspection,Colony Status: Swarming. Queen laying pattern solid. Stores: 38kg honey. Mite count: 24/100 bees.,Baringo,2026-02-12,BeeYield University Research
RES-20264303,Sustainability,Sustainable Practice Implementation,Minimal intervention beekeeping (MIB) protocols.,Kisumu,2026-02-12,BeeYield University Research
RES-20264304,Genetics,Queen Performance Metric,Lineage: Aberdares-Adaptive. Hygienic score: 98%. Brood viability: 91%. Temperament: Aggressive.,Aberdares,2026-02-12,BeeYield University Research
RES-20264305,Disease,American Foulbrood (AFB),"Pathogen: Paenibacillus larvae. Clinical Signs: Sunken, perforated cappings; ropy slime; foul odor. Recommended Protocol: Burning of infected colonies; Terramycin (preventative). Risk Level: Critical.",Kakamega,2026-02-12,BeeYield University Research
